State_Name,Year,Starting_Population,Ending_Population,Change,Percentage_Change,Natural_Increase,Net_Migration,STATEFP,COUNTYFP,CLASSFP
"Coosa County, AL",2014-2015,10807,10724,-83,-0.768,-15,-68,1,37,H1
"Coosa County, AL",2015-2016,10724,10809,85,0.793,-54,139,1,37,H1
"Coosa County, AL",2016-2017,10809,10754,-55,-0.509,-28,-27,1,37,H1
"Covington County, AL",2000-2001,37514,37069,-445,-1.186,-51,-394,1,39,H1
"Covington County, AL",2001-2002,37069,36901,-168,-0.453,-68,-100,1,39,H1
"Covington County, AL",2002-2003,36901,36860,-41,-0.111,-53,12,1,39,H1
"Covington County, AL",2003-2004,36860,36806,-54,-0.147,-48,-6,1,39,H1
"Covington County, AL",2004-2005,36806,37204,398,1.081,-30,428,1,39,H1
"Covington County, AL",2005-2006,37204,37441,237,0.637,-80,317,1,39,H1
"Covington County, AL",2006-2007,37441,37631,190,0.507,-41,231,1,39,H1
"Covington County, AL",2007-2008,37631,37545,-86,-0.229,-61,-25,1,39,H1
"Covington County, AL",2008-2009,37545,37648,103,0.274,-30,133,1,39,H1
"Covington County, AL",2009-2010,37648,37784,136,0.361,-49,185,1,39,H1
"Covington County, AL",2010-2011,37784,38049,265,0.701,-26,291,1,39,H1
"Covington County, AL",2011-2012,38049,37809,-240,-0.631,-68,-172,1,39,H1
"Covington County, AL",2012-2013,37809,37850,41,0.108,-20,61,1,39,H1
"Covington County, AL",2013-2014,37850,37914,64,0.169,-66,130,1,39,H1
"Covington County, AL",2014-2015,37888,37835,-53,-0.14,-59,6,1,39,H1
"Covington County, AL",2015-2016,37835,37386,-449,-1.187,-41,-408,1,39,H1
"Covington County, AL",2016-2017,37386,37092,-294,-0.786,-68,-226,1,39,H1
"Crenshaw County, AL",2000-2001,13692,13724,32,0.234,4,28,1,41,H1
"Crenshaw County, AL",2001-2002,13724,13635,-89,-0.648,-10,-79,1,41,H1
"Crenshaw County, AL",2002-2003,13635,13652,17,0.125,-32,49,1,41,H1
"Crenshaw County, AL",2003-2004,13652,13727,75,0.549,11,64,1,41,H1
"Crenshaw County, AL",2004-2005,13727,13699,-28,-0.204,-9,-19,1,41,H1
"Crenshaw County, AL",2005-2006,13699,13880,181,1.321,-32,213,1,41,H1
"Crenshaw County, AL",2006-2007,13880,13956,76,0.548,18,58,1,41,H1
"Crenshaw County, AL",2007-2008,13956,13922,-34,-0.244,-13,-21,1,41,H1
"Crenshaw County, AL",2008-2009,13922,14024,102,0.733,18,84,1,41,H1
"Crenshaw County, AL",2009-2010,14024,13866,-158,-1.127,24,-182,1,41,H1
"Crenshaw County, AL",2010-2011,13866,13914,48,0.346,2,46,1,41,H1
"Crenshaw County, AL",2011-2012,13914,13972,58,0.417,-18,76,1,41,H1
"Crenshaw County, AL",2012-2013,13972,13960,-12,-0.086,-16,4,1,41,H1
"Crenshaw County, AL",2013-2014,13960,13977,17,0.122,-39,56,1,41,H1
"Crenshaw County, AL",2014-2015,13948,13963,15,0.108,-46,61,1,41,H1
"Crenshaw County, AL",2015-2016,13963,13907,-56,-0.401,-15,-41,1,41,H1
"Crenshaw County, AL",2016-2017,13907,13871,-36,-0.259,-20,-16,1,41,H1
"Cullman County, AL",2000-2001,77473,77415,-58,-0.075,133,-191,1,43,H1
"Cullman County, AL",2001-2002,77415,77443,28,0.036,39,-11,1,43,H1
"Cullman County, AL",2002-2003,77443,77657,214,0.276,46,168,1,43,H1
"Cullman County, AL",2003-2004,77657,78131,474,0.61,108,366,1,43,H1
"Cullman County, AL",2004-2005,78131,78692,561,0.718,25,536,1,43,H1
"Cullman County, AL",2005-2006,78692,79044,352,0.447,107,245,1,43,H1
"Cullman County, AL",2006-2007,79044,79576,532,0.673,160,372,1,43,H1
"Cullman County, AL",2007-2008,79576,80273,697,0.876,164,533,1,43,H1
"Cullman County, AL",2008-2009,80273,80351,78,0.097,106,-28,1,43,H1
"Cullman County, AL",2009-2010,80351,80454,103,0.128,12,91,1,43,H1
"Cullman County, AL",2010-2011,80454,80455,1,0.001,87,-86,1,43,H1
"Cullman County, AL",2011-2012,80455,80361,-94,-0.117,-38,-56,1,43,H1
"Cullman County, AL",2012-2013,80361,80783,422,0.525,6,416,1,43,H1
"Cullman County, AL",2013-2014,80783,81289,506,0.626,16,490,1,43,H1
"Cullman County, AL",2014-2015,81221,82005,784,0.965,-4,788,1,43,H1
"Cullman County, AL",2015-2016,82005,82322,317,0.387,-24,341,1,43,H1
"Cullman County, AL",2016-2017,82322,82755,433,0.526,-23,456,1,43,H1
"Dale County, AL",2000-2001,49124,49254,130,0.265,357,-227,1,45,H1
"Dale County, AL",2001-2002,49254,49373,119,0.242,284,-165,1,45,H1
"Dale County, AL",2002-2003,49373,49215,-158,-0.32,287,-445,1,45,H1
"Dale County, AL",2003-2004,49215,49245,30,0.061,280,-250,1,45,H1
"Dale County, AL",2004-2005,49245,49050,-195,-0.396,351,-546,1,45,H1
"Dale County, AL",2005-2006,49050,49077,27,0.055,261,-234,1,45,H1
"Dale County, AL",2006-2007,49077,49488,411,0.837,360,51,1,45,H1
"Dale County, AL",2007-2008,49488,49871,383,0.774,308,75,1,45,H1
"Dale County, AL",2008-2009,49871,49854,-17,-0.034,244,-261,1,45,H1
"Dale County, AL",2009-2010,49854,50340,486,0.975,351,135,1,45,H1
"Dale County, AL",2010-2011,50340,50085,-255,-0.507,224,-479,1,45,H1
"Dale County, AL",2011-2012,50085,50310,225,0.449,255,-30,1,45,H1
"Dale County, AL",2012-2013,50310,49845,-465,-0.924,190,-655,1,45,H1
"Dale County, AL",2013-2014,49845,49484,-361,-0.724,133,-494,1,45,H1
"Dale County, AL",2014-2015,49501,49565,64,0.129,134,-70,1,45,H1
"Dale County, AL",2015-2016,49565,49228,-337,-0.68,127,-464,1,45,H1
"Dale County, AL",2016-2017,49228,49226,-2,-0.004,95,-97,1,45,H1
"Dallas County, AL",2000-2001,46198,46132,-66,-0.143,270,-336,1,47,H1
"Dallas County, AL",2001-2002,46132,45377,-755,-1.637,134,-889,1,47,H1
"Dallas County, AL",2002-2003,45377,45170,-207,-0.456,184,-391,1,47,H1
"Dallas County, AL",2003-2004,45170,44795,-375,-0.83,119,-494,1,47,H1
"Dallas County, AL",2004-2005,44795,44434,-361,-0.806,89,-450,1,47,H1
"Dallas County, AL",2005-2006,44434,44323,-111,-0.25,69,-180,1,47,H1
"Dallas County, AL",2006-2007,44323,44194,-129,-0.291,170,-299,1,47,H1
"Dallas County, AL",2007-2008,44194,44265,71,0.161,140,-69,1,47,H1
"Dallas County, AL",2008-2009,44265,43759,-506,-1.143,128,-634,1,47,H1
"Dallas County, AL",2009-2010,43759,43836,77,0.176,85,-8,1,47,H1
"Dallas County, AL",2010-2011,43836,43225,-611,-1.394,39,-650,1,47,H1
"Dallas County, AL",2011-2012,43225,42839,-386,-0.893,80,-466,1,47,H1
"Dallas County, AL",2012-2013,42839,42102,-737,-1.72,-14,-723,1,47,H1
"Dallas County, AL",2013-2014,42102,41711,-391,-0.929,9,-400,1,47,H1
"Dallas County, AL",2014-2015,41662,41131,-531,-1.275,42,-573,1,47,H1
"Dallas County, AL",2015-2016,41131,40081,-1050,-2.553,-59,-991,1,47,H1
"Dallas County, AL",2016-2017,40081,39215,-866,-2.161,-60,-806,1,47,H1
"DeKalb County, AL",2000-2001,64650,65678,1028,1.59,244,784,1,49,H1
"DeKalb County, AL",2001-2002,65678,65861,183,0.279,302,-119,1,49,H1
"DeKalb County, AL",2002-2003,65861,66530,669,1.016,253,416,1,49,H1
"DeKalb County, AL",2003-2004,66530,67260,730,1.097,296,434,1,49,H1
"DeKalb County, AL",2004-2005,67260,67794,534,0.794,296,238,1,49,H1
"DeKalb County, AL",2005-2006,67794,68495,701,1.034,224,477,1,49,H1
"DeKalb County, AL",2006-2007,68495,69450,955,1.394,356,599,1,49,H1
"DeKalb County, AL",2007-2008,69450,70228,778,1.12,318,460,1,49,H1
"DeKalb County, AL",2008-2009,70228,70864,636,0.906,298,338,1,49,H1
"DeKalb County, AL",2009-2010,70864,71118,254,0.358,241,13,1,49,H1
"DeKalb County, AL",2010-2011,71118,71361,243,0.342,121,122,1,49,H1
"DeKalb County, AL",2011-2012,71361,70930,-431,-0.604,158,-589,1,49,H1
"DeKalb County, AL",2012-2013,70930,70894,-36,-0.051,61,-97,1,49,H1
"DeKalb County, AL",2013-2014,70894,71065,171,0.241,87,84,1,49,H1
"DeKalb County, AL",2014-2015,71012,71130,118,0.166,84,34,1,49,H1
"DeKalb County, AL",2015-2016,71130,71216,86,0.121,52,34,1,49,H1
"DeKalb County, AL",2016-2017,71216,71617,401,0.563,69,332,1,49,H1
"Elmore County, AL",2000-2001,66160,67459,1299,1.963,494,805,1,51,H1
"Elmore County, AL",2001-2002,67459,68659,1200,1.779,406,794,1,51,H1
"Elmore County, AL",2002-2003,68659,69935,1276,1.858,306,970,1,51,H1
"Elmore County, AL",2003-2004,69935,71018,1083,1.549,322,761,1,51,H1
"Elmore County, AL",2004-2005,71018,72978,1960,2.76,366,1594,1,51,H1
"Elmore County, AL",2005-2006,72978,75246,2268,3.108,396,1872,1,51,H1
"Elmore County, AL",2006-2007,75246,77124,1878,2.496,379,1499,1,51,H1
"Elmore County, AL",2007-2008,77124,77698,574,0.744,429,145,1,51,H1
"Elmore County, AL",2008-2009,77698,78632,934,1.202,399,535,1,51,H1
"Elmore County, AL",2009-2010,78632,79444,812,1.033,293,519,1,51,H1
"Elmore County, AL",2010-2011,79444,79983,539,0.678,260,279,1,51,H1
"Elmore County, AL",2011-2012,79983,80392,409,0.511,298,111,1,51,H1
"Elmore County, AL",2012-2013,80392,80808,416,0.517,228,188,1,51,H1
"Elmore County, AL",2013-2014,80808,80977,169,0.209,209,-40,1,51,H1
"Elmore County, AL",2014-2015,81022,81468,446,0.55,190,256,1,51,H1
"Elmore County, AL",2015-2016,81468,81240,-228,-0.28,117,-345,1,51,H1
"Elmore County, AL",2016-2017,81240,81677,437,0.538,86,351,1,51,H1
"Escambia County, AL",2000-2001,38325,38197,-128,-0.334,139,-267,1,53,H1
"Escambia County, AL",2001-2002,38197,38035,-162,-0.424,77,-239,1,53,H1
"Escambia County, AL",2002-2003,38035,37796,-239,-0.628,61,-300,1,53,H1
"Escambia County, AL",2003-2004,37796,37713,-83,-0.22,80,-163,1,53,H1
"Escambia County, AL",2004-2005,37713,37601,-112,-0.297,-9,-103,1,53,H1
"Escambia County, AL",2005-2006,37601,37673,72,0.191,79,-7,1,53,H1
"Escambia County, AL",2006-2007,37673,37839,166,0.441,104,62,1,53,H1
"Escambia County, AL",2007-2008,37839,37929,90,0.238,70,20,1,53,H1
"Escambia County, AL",2008-2009,37929,38249,320,0.844,44,276,1,53,H1
"Escambia County, AL",2009-2010,38249,38312,63,0.165,32,31,1,53,H1
"Escambia County, AL",2010-2011,38312,38222,-90,-0.235,44,-134,1,53,H1
"Escambia County, AL",2011-2012,38222,38048,-174,-0.455,-36,-138,1,53,H1
"Escambia County, AL",2012-2013,38048,37893,-155,-0.407,-7,-148,1,53,H1
"Escambia County, AL",2013-2014,37893,37733,-160,-0.422,-31,-129,1,53,H1
"Escambia County, AL",2014-2015,37784,37789,5,0.013,-8,13,1,53,H1
"Escambia County, AL",2015-2016,37789,37476,-313,-0.828,-62,-251,1,53,H1
"Escambia County, AL",2016-2017,37476,37447,-29,-0.077,-70,41,1,53,H1
"Etowah County, AL",2000-2001,103286,102976,-310,-0.3,14,-324,1,55,H1
"Etowah County, AL",2001-2002,102976,102988,12,0.012,11,1,1,55,H1
"Etowah County, AL",2002-2003,102988,103025,37,0.036,-115,152,1,55,H1
"Etowah County, AL",2003-2004,103025,103080,55,0.053,-107,162,1,55,H1
"Etowah County, AL",2004-2005,103080,103174,94,0.091,-134,228,1,55,H1
"Etowah County, AL",2005-2006,103174,103528,354,0.343,-154,508,1,55,H1
"Etowah County, AL",2006-2007,103528,103893,365,0.353,32,333,1,55,H1
"Etowah County, AL",2007-2008,103893,104206,313,0.301,-108,421,1,55,H1
"Etowah County, AL",2008-2009,104206,104239,33,0.032,-39,72,1,55,H1
"Etowah County, AL",2009-2010,104239,104501,262,0.251,-127,389,1,55,H1
"Etowah County, AL",2010-2011,104501,104310,-191,-0.183,-105,-86,1,55,H1
"Etowah County, AL",2011-2012,104310,104324,14,0.013,-254,268,1,55,H1
"Etowah County, AL",2012-2013,104324,103962,-362,-0.347,-200,-162,1,55,H1
"Etowah County, AL",2013-2014,103962,103531,-431,-0.415,-287,-144,1,55,H1
"Etowah County, AL",2014-2015,103452,103057,-395,-0.382,-281,-114,1,55,H1
"Etowah County, AL",2015-2016,103057,102726,-331,-0.321,-216,-115,1,55,H1
"Etowah County, AL",2016-2017,102726,102755,29,0.028,-252,281,1,55,H1
"Fayette County, AL",2000-2001,18512,18384,-128,-0.691,23,-151,1,57,H1
"Fayette County, AL",2001-2002,18384,18278,-106,-0.577,-43,-63,1,57,H1
"Fayette County, AL",2002-2003,18278,18178,-100,-0.547,-11,-89,1,57,H1
"Fayette County, AL",2003-2004,18178,18022,-156,-0.858,-51,-105,1,57,H1
"Fayette County, AL",2004-2005,18022,18030,8,0.044,-56,64,1,57,H1
"Fayette County, AL",2005-2006,18030,17767,-263,-1.459,-48,-215,1,57,H1
"Fayette County, AL",2006-2007,17767,17523,-244,-1.373,-57,-187,1,57,H1
"Fayette County, AL",2007-2008,17523,17541,18,0.103,-12,30,1,57,H1
"Fayette County, AL",2008-2009,17541,17310,-231,-1.317,-12,-219,1,57,H1
"Fayette County, AL",2009-2010,17310,17247,-63,-0.364,-23,-40,1,57,H1
"Fayette County, AL",2010-2011,17247,17082,-165,-0.957,-68,-97,1,57,H1
"Fayette County, AL",2011-2012,17082,16982,-100,-0.585,-91,-9,1,57,H1
"Fayette County, AL",2012-2013,16982,16909,-73,-0.43,-12,-61,1,57,H1
"Fayette County, AL",2013-2014,16909,16874,-35,-0.207,-39,4,1,57,H1
"Fayette County, AL",2014-2015,16842,16759,-83,-0.493,-43,-40,1,57,H1
"Fayette County, AL",2015-2016,16759,16538,-221,-1.319,-62,-159,1,57,H1
"Fayette County, AL",2016-2017,16538,16468,-70,-0.423,-65,-5,1,57,H1
"Franklin County, AL",2000-2001,31242,31190,-52,-0.166,120,-172,1,59,H1
"Franklin County, AL",2001-2002,31190,30891,-299,-0.959,23,-322,1,59,H1
"Franklin County, AL",2002-2003,30891,30874,-17,-0.055,63,-80,1,59,H1
"Franklin County, AL",2003-2004,30874,30768,-106,-0.343,4,-110,1,59,H1
"Franklin County, AL",2004-2005,30768,30968,200,0.65,84,116,1,59,H1
"Franklin County, AL",2005-2006,30968,31134,166,0.536,125,41,1,59,H1
"Franklin County, AL",2006-2007,31134,31004,-130,-0.418,80,-210,1,59,H1
"Franklin County, AL",2007-2008,31004,31459,455,1.468,103,352,1,59,H1
"Franklin County, AL",2008-2009,31459,31589,130,0.413,110,20,1,59,H1
"Franklin County, AL",2009-2010,31589,31755,166,0.525,79,87,1,59,H1
"Franklin County, AL",2010-2011,31755,31757,2,0.006,0,2,1,59,H1
"Franklin County, AL",2011-2012,31757,31660,-97,-0.305,24,-121,1,59,H1
"Franklin County, AL",2012-2013,31660,31542,-118,-0.373,45,-163,1,59,H1
"Franklin County, AL",2013-2014,31542,31601,59,0.187,49,10,1,59,H1
"Franklin County, AL",2014-2015,31592,31696,104,0.329,68,36,1,59,H1
"Franklin County, AL",2015-2016,31696,31577,-119,-0.375,40,-159,1,59,H1
"Franklin County, AL",2016-2017,31577,31495,-82,-0.26,56,-138,1,59,H1
"Geneva County, AL",2000-2001,25740,25565,-175,-0.68,27,-202,1,61,H1
"Geneva County, AL",2001-2002,25565,25580,15,0.059,-37,52,1,61,H1
"Geneva County, AL",2002-2003,25580,25702,122,0.477,2,120,1,61,H1
"Geneva County, AL",2003-2004,25702,25772,70,0.272,-12,82,1,61,H1
"Geneva County, AL",2004-2005,25772,25988,216,0.838,-56,272,1,61,H1
"Geneva County, AL",2005-2006,25988,26271,283,1.089,-24,307,1,61,H1
"Geneva County, AL",2006-2007,26271,26322,51,0.194,-38,89,1,61,H1
"Geneva County, AL",2007-2008,26322,26646,324,1.231,40,284,1,61,H1
"Geneva County, AL",2008-2009,26646,26653,7,0.026,0,7,1,61,H1
"Geneva County, AL",2009-2010,26653,26793,140,0.525,-23,163,1,61,H1
"Geneva County, AL",2010-2011,26793,26829,36,0.134,-12,48,1,61,H1
"Geneva County, AL",2011-2012,26829,27002,173,0.645,-43,216,1,61,H1
"Geneva County, AL",2012-2013,27002,26742,-260,-0.963,-27,-233,1,61,H1
"Geneva County, AL",2013-2014,26742,26712,-30,-0.112,-32,2,1,61,H1
"Geneva County, AL",2014-2015,26707,26777,70,0.262,-43,113,1,61,H1
"Geneva County, AL",2015-2016,26777,26516,-261,-0.975,-75,-186,1,61,H1
"Geneva County, AL",2016-2017,26516,26421,-95,-0.358,-80,-15,1,61,H1
"Greene County, AL",2000-2001,9902,9866,-36,-0.364,43,-79,1,63,H1
"Greene County, AL",2001-2002,9866,9893,27,0.274,35,-8,1,63,H1
"Greene County, AL",2002-2003,9893,9805,-88,-0.89,6,-94,1,63,H1
"Greene County, AL",2003-2004,9805,9686,-119,-1.214,32,-151,1,63,H1
"Greene County, AL",2004-2005,9686,9675,-11,-0.114,-9,-2,1,63,H1
"Greene County, AL",2005-2006,9675,9361,-314,-3.245,23,-337,1,63,H1
"Greene County, AL",2006-2007,9361,9385,24,0.256,24,0,1,63,H1
"Greene County, AL",2007-2008,9385,9359,-26,-0.277,29,-55,1,63,H1
"Greene County, AL",2008-2009,9359,9182,-177,-1.891,1,-178,1,63,H1
"Greene County, AL",2009-2010,9182,8992,-190,-2.069,-7,-183,1,63,H1
"Greene County, AL",2010-2011,8992,8902,-90,-1.001,-2,-88,1,63,H1
"Greene County, AL",2011-2012,8902,8827,-75,-0.843,4,-79,1,63,H1
"Greene County, AL",2012-2013,8827,8718,-109,-1.235,-6,-103,1,63,H1
"Greene County, AL",2013-2014,8718,8553,-165,-1.893,8,-173,1,63,H1
"Greene County, AL",2014-2015,8553,8479,-74,-0.865,11,-85,1,63,H1
"Greene County, AL",2015-2016,8479,8488,9,0.106,-4,13,1,63,H1
"Greene County, AL",2016-2017,8488,8330,-158,-1.861,0,-158,1,63,H1
"Hale County, AL",2000-2001,18194,17868,-326,-1.792,79,-405,1,65,H1
"Hale County, AL",2001-2002,17868,17376,-492,-2.754,43,-535,1,65,H1
"Hale County, AL",2002-2003,17376,17116,-260,-1.496,22,-282,1,65,H1
"Hale County, AL",2003-2004,17116,16765,-351,-2.051,-11,-340,1,65,H1
"Hale County, AL",2004-2005,16765,16622,-143,-0.853,36,-179,1,65,H1
"Hale County, AL",2005-2006,16622,16427,-195,-1.173,18,-213,1,65,H1
"Hale County, AL",2006-2007,16427,16418,-9,-0.055,66,-75,1,65,H1
"Hale County, AL",2007-2008,16418,16260,-158,-0.962,36,-194,1,65,H1
"Hale County, AL",2008-2009,16260,16025,-235,-1.445,10,-245,1,65,H1
"Hale County, AL",2009-2010,16025,15727,-298,-1.86,-3,-295,1,65,H1
"Hale County, AL",2010-2011,15727,15355,-372,-2.365,-16,-356,1,65,H1
"Hale County, AL",2011-2012,15355,15390,35,0.228,47,-12,1,65,H1
"Hale County, AL",2012-2013,15390,15311,-79,-0.513,17,-96,1,65,H1
"Hale County, AL",2013-2014,15311,15184,-127,-0.829,12,-139,1,65,H1
"Hale County, AL",2014-2015,15131,15068,-63,-0.416,1,-64,1,65,H1
"Hale County, AL",2015-2016,15068,14847,-221,-1.467,18,-239,1,65,H1
"Hale County, AL",2016-2017,14847,14812,-35,-0.236,-8,-27,1,65,H1
"Henry County, AL",2000-2001,16341,16358,17,0.104,20,-3,1,67,H1
"Henry County, AL",2001-2002,16358,16447,89,0.544,8,81,1,67,H1
"Henry County, AL",2002-2003,16447,16563,116,0.705,-3,119,1,67,H1
"Henry County, AL",2003-2004,16563,16692,129,0.779,-18,147,1,67,H1
"Henry County, AL",2004-2005,16692,16752,60,0.359,-14,74,1,67,H1
"Henry County, AL",2005-2006,16752,16953,201,1.2,-29,230,1,67,H1
"Henry County, AL",2006-2007,16953,17108,155,0.914,-28,183,1,67,H1
"Henry County, AL",2007-2008,17108,17129,21,0.123,-23,44,1,67,H1
"Henry County, AL",2008-2009,17129,17243,114,0.666,-26,140,1,67,H1
"Henry County, AL",2009-2010,17243,17287,44,0.255,-51,95,1,67,H1
"Henry County, AL",2010-2011,17287,17403,116,0.671,-40,156,1,67,H1
"Henry County, AL",2011-2012,17403,17248,-155,-0.891,-49,-106,1,67,H1
"Henry County, AL",2012-2013,17248,17224,-24,-0.139,-23,-1,1,67,H1
"Henry County, AL",2013-2014,17224,17190,-34,-0.197,-24,-10,1,67,H1
"Henry County, AL",2014-2015,17176,17221,45,0.262,-34,79,1,67,H1
"Henry County, AL",2015-2016,17221,17092,-129,-0.749,-37,-92,1,67,H1
"Henry County, AL",2016-2017,17092,17147,55,0.322,-27,82,1,67,H1
"Houston County, AL",2000-2001,88943,89490,547,0.615,448,99,1,69,H1
"Houston County, AL",2001-2002,89490,89940,450,0.503,316,134,1,69,H1
"Houston County, AL",2002-2003,89940,91321,1381,1.535,447,934,1,69,H1
"Houston County, AL",2003-2004,91321,92593,1272,1.393,455,817,1,69,H1
"Houston County, AL",2004-2005,92593,93903,1310,1.415,320,990,1,69,H1
"Houston County, AL",2005-2006,93903,95846,1943,2.069,437,1506,1,69,H1
"Houston County, AL",2006-2007,95846,97727,1881,1.963,461,1420,1,69,H1
"Houston County, AL",2007-2008,97727,99183,1456,1.49,416,1040,1,69,H1
"Houston County, AL",2008-2009,99183,100500,1317,1.328,403,914,1,69,H1
"Houston County, AL",2009-2010,100500,101787,1287,1.281,398,889,1,69,H1
"Houston County, AL",2010-2011,101787,102423,636,0.625,419,217,1,69,H1
"Houston County, AL",2011-2012,102423,103368,945,0.923,333,612,1,69,H1
"Houston County, AL",2012-2013,103368,103626,258,0.25,124,134,1,69,H1
"Houston County, AL",2013-2014,103626,104193,567,0.547,168,399,1,69,H1
"Houston County, AL",2014-2015,104110,104173,63,0.061,173,-110,1,69,H1
"Houston County, AL",2015-2016,104173,104173,0,0,206,-206,1,69,H1
"Houston County, AL",2016-2017,104173,104346,173,0.166,170,3,1,69,H1
"Jackson County, AL",2000-2001,53979,53997,18,0.033,73,-55,1,71,H1
"Jackson County, AL",2001-2002,53997,53758,-239,-0.443,72,-311,1,71,H1
"Jackson County, AL",2002-2003,53758,53711,-47,-0.087,1,-48,1,71,H1
"Jackson County, AL",2003-2004,53711,53525,-186,-0.346,56,-242,1,71,H1
"Jackson County, AL",2004-2005,53525,53332,-193,-0.361,29,-222,1,71,H1
"Jackson County, AL",2005-2006,53332,53483,151,0.283,4,147,1,71,H1
"Jackson County, AL",2006-2007,53483,53333,-150,-0.28,-58,-92,1,71,H1
"Jackson County, AL",2007-2008,53333,53525,192,0.36,-2,194,1,71,H1
"Jackson County, AL",2008-2009,53525,53461,-64,-0.12,5,-69,1,71,H1
"Jackson County, AL",2009-2010,53461,53159,-302,-0.565,-32,-270,1,71,H1
"Jackson County, AL",2010-2011,53159,53244,85,0.16,-74,159,1,71,H1
"Jackson County, AL",2011-2012,53244,53048,-196,-0.368,-93,-103,1,71,H1
"Jackson County, AL",2012-2013,53048,52944,-104,-0.196,-85,-19,1,71,H1
"Jackson County, AL",2013-2014,52944,52665,-279,-0.527,-68,-211,1,71,H1
"Jackson County, AL",2014-2015,52631,52419,-212,-0.403,-96,-116,1,71,H1
"Jackson County, AL",2015-2016,52419,52049,-370,-0.706,-167,-203,1,71,H1
"Jackson County, AL",2016-2017,52049,51909,-140,-0.269,-132,-8,1,71,H1
"Jefferson County, AL",2000-2001,662033,660197,-1836,-0.277,2192,-4028,1,73,H1
"Jefferson County, AL",2001-2002,660197,657518,-2679,-0.406,1695,-4374,1,73,H1
"Jefferson County, AL",2002-2003,657518,657513,-5,-0.001,1646,-1651,1,73,H1
"Jefferson County, AL",2003-2004,657513,656023,-1490,-0.227,1768,-3258,1,73,H1
"Jefferson County, AL",2004-2005,656023,654919,-1104,-0.168,1908,-3012,1,73,H1
"Jefferson County, AL",2005-2006,654919,655893,974,0.149,2201,-1227,1,73,H1
"Jefferson County, AL",2006-2007,655893,655163,-730,-0.111,2698,-3428,1,73,H1
"Jefferson County, AL",2007-2008,655163,656510,1347,0.206,2701,-1354,1,73,H1
"Jefferson County, AL",2008-2009,656510,658441,1931,0.294,2037,-106,1,73,H1
"Jefferson County, AL",2009-2010,658441,658302,-139,-0.021,2280,-2419,1,73,H1
"Jefferson County, AL",2010-2011,658302,657927,-375,-0.057,1928,-2303,1,73,H1
"Jefferson County, AL",2011-2012,657927,657953,26,0.004,2270,-2244,1,73,H1
"Jefferson County, AL",2012-2013,657953,659197,1244,0.189,1916,-672,1,73,H1
